DepartementPrincipal,Règlements de compte entre malfaireurs,Homicides pour voler et à l'occasion de vols,Homicides pour d'autres motifs,Tentatives d'homicides pour voler et à l'occasion de vols,Tentatives homicides pour d'autres motifs,Coups et blessures volontaires suivis de mort,Autres coups et blessures volontaires criminels ou correctionnels,Prises d'otages à l'occasion de vols,Prises d'otages dans un autre but,Sequestrations,Menaces ou chantages pour extorsion de fonds,Menaces ou chantages dans un autre but,Atteintes à la dignité et à la  personnalité,Violations de domicile,Vols à main armée contre des établissements financiers,Vols à main armée contre des éts industriels ou commerciaux,Vols à main armée contre des entreprises de transports de fonds,Vols à main armée contre des particuliers à leur domicile,Autres vols à main armée,"Vols avec armes blanches contre des établissements financiers,commerciaux ou industriels",Vols avec armes blanches contre des particuliers à leur domicile,Autres vols avec armes blanches,"Vols violents sans arme contre des établissements financiers,commerciaux ou industriels",Vols violents sans arme contre des particuliers à leur domicile,Vols violents sans arme contre des femmes sur voie publique ou autre lieu public,Vols violents sans arme contre d'autres victimes,Cambriolages de locaux d'habitations principales,Cambriolages de résidences secondaires,"Camb.de  locaux industriels, commerciaux ou financiers",Cambriolages d'autres lieux,Vols avec entrée par ruse en tous lieux,Vols à la tire,Vols à l'étalage,Vols de véhicules de transport avec frêt,Vols d'automobiles,Vols de véhicules motorisés à 2 roues,Vols à la roulotte,Vols d''accessoires sur véhicules à moteur immatriculés,Vols simples sur chantier,Vols simples sur exploitations agricoles,Autres vols simples contre des établissements publics ou privés,Autres vols simples contre des particuliers dans  deslocaux privés,Autres vols simples contre des particuliers dans des locaux ou lieux publics,Recels,Proxénétisme,Viols sur des majeur(e)s,Viols sur des mineur(e)s,Harcèlements sexuels et autres agressions sexuelles contre des majeur(e)s,Harcèlements sexuels et autres agressions sexuelles contre des mineur(e)s,Atteintes sexuelles,Homicides commis contre enfants de moins de 15 ans,"Violences, mauvais traitements et abandons d'enfants.",Délits au sujet de la garde des mineurs,Non versement de pension alimentaire,Trafic et revente sans usage de stupéfiants,Usage-revente de stupéfiants,Usage de stupéfiants,Autres infractions à la législation sur les stupéfiants,Délits de débits de boissons et infraction à la règlementation sur l'alcool  et le tabac,Fraudes alimentaires et infractions à l'hygiène,Autres délits contre santé publique et la réglementation des professions médicales,Incendies volontaires de biens publics,Incendies volontaires de biens privés,Attentats à l'explosif contre des biens publics,Attentats à l'explosif contre des biens privés,Autres destructions er dégradations de biens publics,Autres destructions er dégradations de biens privés,Destructions et dégradations de véhicules privés,Infractions aux conditions générales d'entrée et de séjour des étrangers,"Aide à l'entrée, à la circulation et au séjour des étrangers",Autres infractions à la police des étrangers,Outrages à dépositaires autorité,Violences à dépositaires autorité,Port ou détention armes prohibées,Atteintes aux intérêts fondamentaux de la Nation,Délits des courses et des jeux,Délits interdiction de séjour et de paraître,"Destructions, cruautés et autres délits envers les animaux",Atteintes à l'environnement,Chasse et pêche,Faux documents d'identité,Faux documents concernant la circulation des véhicules,Autres faux documents administratifs,Faux en écriture publique et authentique,Autres faux en écriture,Fausse monnaie,Contrefaçons et fraudes industrielles et commerciales,Contrefaçons littéraires et artistique,Falsification et usages de chèques volés,Falsification et usages de cartes de crédit,Escroqueries et abus de confiance,Infractions à la législation sur les chèques,Travail clandestin,Emploi d'étranger sans titre de travail,Marchandage - prêt de main d'oeuvre,"Banqueroutes, abus de biens sociaux et autres délits de société","Prix illicittes, publicité fausse et infractions aux règles de la concurrence",Achats et ventes sans factures,Infractions à l'exercice d'une profession règlementée,Infractions au droit de l'urbanisme et de la construction,Fraudes fiscales,Autres délits économiques et financiers,Autres délits,Année,Departement
01,0,0,3,0,1,1,371,0,0,12,21,202,77,18,0,1,0,0,1,2,0,1,1,0,21,31,231,9,167,133,13,147,137,0,87,47,353,88,9,1,89,378,307,88,1,11,12,24,22,19,0,103,23,22,10,28,527,2,5,0,0,72,98,0,0,51,204,199,13,80,13,119,111,58,0,1,2,6,3,0,51,14,15,2,14,10,5,0,42,64,398,1,39,29,1,3,0,1,2,2,0,3,294,2018,01
02,0,0,4,0,6,1,1067,0,1,24,25,332,152,40,0,1,0,0,6,2,4,12,2,7,54,74,646,22,170,271,42,194,233,0,364,92,1121,290,34,1,217,617,808,121,0,27,35,39,80,62,1,313,56,24,8,76,814,2,4,1,1,33,206,0,0,108,422,503,13,1,11,133,127,214,4,0,4,9,5,0,6,4,4,1,14,6,3,0,224,129,865,5,16,2,0,2,1,0,4,4,0,6,458,2018,02
03,0,0,1,0,5,1,729,0,0,11,22,297,141,34,0,0,0,0,1,2,2,7,5,6,25,50,534,28,126,159,21,63,260,0,121,102,359,140,18,2,120,476,691,53,1,20,22,27,30,25,0,108,50,10,10,65,514,5,5,0,1,26,188,0,1,114,297,206,18,2,4,83,87,116,1,0,1,12,1,0,16,10,6,1,25,3,5,0,198,70,636,5,8,4,0,3,1,0,0,4,1,4,291,2018,03
04,0,0,0,0,0,0,237,1,0,5,10,165,36,16,0,3,0,0,4,3,0,2,0,0,16,22,158,3,28,45,5,55,59,0,57,26,256,67,10,1,47,164,242,16,0,8,8,7,9,11,0,45,9,7,2,32,108,0,0,0,0,14,23,0,0,31,112,83,1,0,1,42,32,43,0,0,2,7,1,0,2,0,2,0,7,0,2,0,23,37,158,0,3,0,1,1,0,0,0,0,0,1,125,2018,04
05,0,0,0,0,0,0,285,0,0,1,8,109,19,11,0,0,0,0,0,0,0,1,0,0,25,20,128,13,43,47,4,66,73,0,45,17,127,36,3,3,124,161,291,29,0,6,9,14,13,7,0,54,26,13,1,12,190,0,0,0,0,12,5,0,0,29,41,40,21,46,8,29,38,57,0,0,0,2,2,0,114,7,3,1,17,2,2,0,64,38,168,1,7,8,0,1,1,0,2,1,0,1,117,2018,05
06,1,0,12,1,30,2,4122,0,1,71,239,1876,953,336,0,12,1,9,9,3,6,47,14,22,583,754,3835,540,384,1159,150,3850,872,0,918,1542,3141,1034,120,4,819,2922,7172,519,12,85,51,150,145,184,0,567,215,155,207,270,2351,11,19,5,5,42,281,1,7,268,1864,1258,573,173,211,583,704,546,9,5,23,73,18,0,208,34,58,5,121,49,30,4,144,915,3444,17,97,23,2,22,6,0,22,49,12,177,1888,2018,06
07,0,0,0,0,0,2,176,0,0,1,9,58,28,3,0,0,0,1,1,1,0,3,0,1,13,16,156,14,43,58,5,54,192,0,103,31,123,60,21,5,48,175,180,33,0,3,7,8,13,5,0,38,13,9,3,10,214,0,3,0,0,3,13,0,0,36,79,188,0,0,1,21,23,43,1,0,0,5,1,0,1,0,0,0,4,4,1,0,22,13,168,0,2,0,0,2,0,0,0,2,0,0,62,2018,07
08,0,0,0,0,1,2,495,0,0,13,15,311,109,19,0,2,0,1,2,1,3,5,1,7,37,53,179,9,54,129,16,135,166,0,86,37,206,73,6,1,99,342,311,50,1,11,8,24,27,22,0,80,38,16,4,20,332,2,0,0,0,13,93,0,0,53,210,148,2,0,10,92,123,93,0,0,1,1,2,0,9,1,5,0,6,2,19,0,145,51,325,3,4,0,0,1,0,0,0,1,1,1,173,2018,08
09,0,0,0,0,1,0,191,0,0,0,3,109,35,11,0,0,0,0,0,0,0,0,0,1,5,10,98,12,32,41,4,20,29,0,32,21,107,48,8,1,33,151,173,23,0,2,3,3,7,5,0,26,8,3,1,3,67,0,0,0,0,6,9,0,0,22,71,41,0,0,0,33,26,33,0,0,1,1,1,0,2,2,3,1,2,0,0,0,17,24,140,2,1,0,0,0,0,0,1,0,0,0,105,2018,09
10,0,0,0,0,1,0,819,0,1,10,39,370,176,45,0,0,0,0,2,1,3,10,2,10,68,101,453,32,119,127,28,206,379,0,101,99,404,86,20,1,140,545,687,49,0,24,25,32,54,39,0,221,79,31,11,65,437,1,0,0,0,7,96,1,0,66,227,140,1,0,0,86,84,98,0,0,4,10,1,0,5,0,1,1,19,8,2,0,91,168,746,10,15,5,0,1,1,0,4,3,0,1,317,2018,10
11,0,0,3,0,6,0,711,0,1,14,27,307,80,27,0,4,0,2,3,2,2,5,3,6,30,59,521,35,144,43,22,401,227,0,172,86,768,149,22,2,264,429,542,74,0,21,24,23,31,34,0,121,39,16,2,32,293,3,3,0,0,24,104,0,0,154,254,193,10,35,9,89,100,88,1,0,5,10,2,1,73,3,4,3,13,4,0,8,72,123,417,4,63,13,0,8,1,0,2,2,1,10,258,2018,11
12,0,0,2,0,1,0,242,0,0,1,12,117,47,18,0,2,0,0,0,1,1,1,2,3,8,24,200,38,85,48,12,76,107,0,49,58,158,46,11,0,73,219,312,35,0,14,4,12,27,13,0,45,17,5,2,45,293,2,2,0,0,19,21,0,0,40,108,100,1,0,0,49,37,101,1,0,0,7,2,0,3,1,6,0,9,4,0,1,129,33,237,1,1,0,0,3,0,0,1,1,0,1,129,2018,12
13,34,0,41,3,143,8,9082,5,2,193,573,4656,1254,494,3,95,2,50,163,20,21,384,27,59,2103,2311,8996,402,1316,3192,277,5512,1571,3,5650,3449,11478,4937,423,12,1535,5647,11965,1692,28,319,212,345,338,324,1,1422,528,304,762,418,4349,18,381,2,17,158,772,1,3,606,3273,3736,143,100,521,821,1335,1762,10,2,50,84,18,2,175,91,100,17,240,42,147,31,2333,2448,6069,30,332,73,2,42,24,2,17,95,9,411,4153,2018,13
14,0,0,1,0,9,0,1408,0,2,22,51,622,303,80,0,4,0,0,3,6,2,15,3,7,101,211,966,122,231,450,63,766,467,0,276,226,1206,321,51,4,322,1231,1112,136,0,52,54,84,87,90,0,266,85,32,33,145,846,4,2,1,2,53,152,2,1,161,711,531,5,30,8,150,174,210,0,0,5,21,5,1,48,17,16,2,46,3,8,1,583,310,1042,10,42,20,0,5,8,0,9,9,1,13,751,2018,14
15,0,0,2,0,0,0,125,0,0,0,4,71,16,11,0,0,0,0,0,0,0,1,0,1,5,10,90,13,32,39,11,38,54,1,22,15,92,38,8,1,39,86,156,19,0,5,2,8,10,6,0,21,14,4,6,11,75,0,0,0,0,3,9,0,0,59,121,34,1,1,0,20,21,36,0,0,1,5,1,0,3,1,0,0,2,3,4,1,30,27,176,1,2,0,0,0,3,0,0,0,1,1,66,2018,15
16,0,0,2,0,4,1,700,1,0,9,25,347,129,42,0,0,0,2,2,3,1,10,2,3,32,103,502,8,115,138,29,164,129,0,128,115,675,142,24,0,176,465,610,49,0,25,22,31,39,26,0,104,68,10,6,50,444,1,3,1,0,10,55,0,0,98,373,383,1,1,3,104,96,104,4,0,6,7,3,0,5,7,1,0,8,3,2,0,138,73,555,4,4,0,0,0,4,1,2,1,1,6,239,2018,16
17,0,0,3,0,7,0,932,0,0,16,22,322,150,49,0,10,0,0,3,1,1,8,1,9,77,109,719,77,232,251,63,318,229,0,242,303,878,315,43,1,333,921,1543,138,1,47,32,43,65,61,0,119,60,20,24,136,873,5,4,0,1,20,79,0,1,200,626,712,2,0,11,97,110,163,1,0,3,10,0,0,0,2,5,2,33,4,2,0,339,232,655,21,13,1,0,1,0,0,3,2,0,4,342,2018,17
18,0,0,0,0,2,0,509,0,0,8,30,208,105,17,0,3,0,0,3,1,1,5,3,3,31,69,460,18,124,187,17,143,167,0,145,64,303,170,15,0,127,366,418,43,0,10,19,26,38,26,0,99,33,16,4,17,207,4,1,0,0,21,76,0,1,86,393,194,3,1,3,43,71,68,1,0,0,11,1,0,8,4,5,0,15,2,1,0,234,107,500,7,8,1,0,4,1,0,0,2,0,5,224,2018,18
19,0,0,0,0,0,0,396,0,0,7,15,213,81,26,0,0,0,0,0,1,1,4,1,7,20,19,138,11,86,60,22,96,111,0,59,49,320,82,7,1,118,286,312,29,0,16,11,11,19,18,0,69,21,7,10,55,354,1,2,0,0,21,46,0,0,43,148,94,2,0,2,53,57,70,1,0,1,4,1,0,1,1,1,3,7,0,1,0,116,79,320,1,3,0,0,1,0,1,5,6,0,2,172,2018,19
21,1,0,6,0,37,0,1034,0,1,12,57,386,196,48,0,7,0,2,3,1,1,21,1,18,66,110,578,33,147,344,40,357,211,0,148,107,696,185,11,1,310,860,1314,183,6,48,32,53,71,52,0,181,112,41,71,113,611,1,0,0,3,23,193,1,0,179,618,454,4,15,3,118,163,213,2,0,1,7,5,0,30,15,13,2,32,13,21,0,217,326,1119,7,29,11,0,18,1,1,5,6,9,20,541,2018,21
22,0,0,1,0,2,0,475,0,0,6,12,173,76,24,0,1,0,0,0,3,2,7,5,4,34,77,424,21,104,136,27,223,275,0,95,126,388,137,20,1,150,310,570,55,0,20,17,29,27,15,0,82,24,18,12,59,320,1,1,1,0,7,43,0,2,73,277,116,1,0,10,91,101,61,0,0,6,6,5,5,6,5,2,0,13,3,1,0,138,206,439,3,3,0,0,0,0,0,0,1,0,4,219,2018,22
23,0,0,0,0,0,0,67,0,0,1,4,42,13,3,0,0,0,0,0,0,0,0,0,1,8,3,48,4,23,16,2,11,22,0,23,16,58,33,2,0,27,42,52,5,0,4,1,1,3,6,0,7,1,2,2,13,24,3,0,0,0,1,25,0,0,9,21,16,0,0,1,10,11,7,0,0,1,5,2,0,0,1,1,0,1,0,0,0,14,16,54,0,1,0,0,0,0,0,2,0,0,0,32,2018,23
24,0,0,4,0,4,1,461,0,1,8,15,162,73,22,0,1,0,1,1,0,0,3,2,6,18,46,359,24,142,56,20,174,175,0,81,85,347,105,12,0,77,407,431,21,0,19,8,30,21,20,0,61,17,10,3,10,230,0,0,1,0,14,28,0,0,65,337,394,2,0,0,51,50,63,2,0,0,11,3,0,2,0,4,1,14,2,1,0,135,76,426,1,9,0,0,0,3,0,2,2,0,0,169,2018,24
25,0,1,4,1,7,1,1745,0,0,19,90,875,293,59,0,8,0,0,7,13,5,19,2,10,88,146,596,61,245,323,21,377,434,0,301,117,659,227,30,1,299,838,923,116,2,37,35,94,70,29,0,278,44,19,52,182,840,5,12,0,2,84,315,0,0,264,509,479,11,30,6,164,199,282,0,0,21,2,2,0,38,15,11,1,51,7,5,3,259,230,1066,107,33,24,0,12,0,5,11,6,1,34,628,2018,25
26,1,0,6,0,5,0,1068,0,0,20,34,467,155,34,0,5,0,3,4,2,1,17,4,4,98,112,723,14,135,261,23,181,290,0,419,200,883,325,37,2,255,836,1136,170,1,42,29,41,72,39,0,212,76,42,35,94,947,2,1,0,0,50,175,0,2,139,566,246,18,1,7,126,196,188,3,0,10,11,8,0,8,3,7,2,25,5,3,1,134,203,754,4,13,3,0,3,2,0,6,4,1,22,393,2018,26
27,0,0,1,1,8,0,776,0,0,14,57,251,117,20,0,1,0,0,3,0,4,6,2,5,65,111,283,18,105,131,13,229,210,0,284,76,509,200,32,2,139,509,473,67,0,23,30,28,56,25,0,186,49,16,20,38,650,1,2,0,0,24,103,0,0,83,145,121,2,5,2,131,143,129,5,0,1,4,0,0,5,5,2,0,11,6,4,0,140,161,647,1,16,1,0,0,0,0,0,0,0,6,429,2018,27
28,0,0,1,0,11,0,671,0,0,8,33,360,135,44,1,1,0,0,1,1,3,6,2,3,65,67,300,9,81,115,16,185,151,0,144,71,330,132,23,0,174,380,531,93,0,30,35,19,57,27,0,189,62,19,73,84,526,0,3,0,1,41,91,0,2,322,307,271,4,3,7,121,142,85,3,1,0,4,3,0,3,3,2,5,20,4,5,4,99,133,626,1,35,9,0,2,0,0,5,4,5,15,287,2018,28
29,0,0,3,0,11,0,1396,0,0,15,46,525,243,89,0,3,0,2,1,1,3,11,4,18,154,202,599,47,155,223,34,574,454,0,208,201,1018,272,29,2,322,1208,1594,212,1,48,50,76,59,81,0,258,101,35,28,123,868,4,3,3,5,39,229,1,0,287,980,1023,6,1,27,215,224,185,0,0,21,9,2,0,13,8,16,1,30,1,10,1,329,440,1012,5,18,1,0,2,3,0,4,5,0,10,493,2018,29
2A,2,0,2,0,6,0,271,0,0,9,18,139,57,16,0,6,0,1,0,1,0,1,1,1,9,14,48,8,29,45,4,67,27,0,83,116,72,62,8,0,24,142,197,24,1,13,14,8,16,24,0,46,25,10,7,21,198,0,0,1,0,14,46,0,3,16,94,386,0,34,1,24,31,62,0,1,1,3,1,1,5,1,3,0,10,0,0,1,13,24,270,2,23,27,0,11,3,0,1,6,2,8,148,2018,2A
2B,0,0,0,1,2,0,248,0,0,5,18,120,43,11,0,0,0,0,0,0,0,1,0,0,21,22,59,1,60,11,3,34,23,0,84,54,100,80,4,1,27,108,267,13,0,2,7,4,14,9,0,21,25,14,1,10,158,1,2,1,1,19,92,0,1,26,76,293,1,29,6,24,29,34,0,0,1,2,2,1,5,1,4,2,12,0,0,1,4,18,200,13,17,29,1,1,0,0,1,1,0,1,110,2018,2B
30,0,0,2,0,15,0,1225,0,1,30,47,636,247,87,0,4,0,0,6,1,1,23,0,6,213,197,990,61,301,337,36,185,320,0,699,202,1499,557,46,4,268,1145,1918,147,1,31,39,42,52,52,0,185,173,76,43,115,562,2,18,0,2,41,230,0,1,204,670,654,12,67,15,177,198,201,2,0,2,20,6,1,24,7,36,6,48,3,7,0,179,329,1011,8,37,41,2,2,2,0,5,4,0,8,507,2018,30
31,4,1,10,0,52,1,3324,1,1,70,180,1607,666,244,0,9,0,8,17,6,4,85,19,20,720,851,4364,128,636,832,114,4281,549,1,867,681,7401,1131,124,2,759,2731,5682,549,17,174,62,233,115,133,1,505,235,68,141,957,1909,14,91,2,4,47,546,0,4,347,2262,1041,25,98,75,286,489,551,6,1,14,15,8,0,99,33,60,7,127,23,7,1,605,1563,2745,21,88,61,1,25,10,7,12,20,22,93,1942,2018,31
32,0,0,0,0,0,0,142,0,0,0,6,55,26,1,0,1,0,0,1,0,0,2,0,1,13,11,71,1,22,15,7,33,53,0,15,34,80,28,2,0,23,76,164,6,1,3,3,8,10,7,0,19,11,5,0,5,64,0,1,0,0,2,10,0,0,22,34,35,0,0,1,9,15,16,1,0,0,2,0,0,1,0,1,0,3,2,0,1,3,34,78,5,2,1,0,0,0,0,1,0,0,1,52,2018,32
33,1,0,8,3,21,2,3351,1,0,35,145,1236,601,247,3,6,0,4,16,5,9,71,20,24,521,949,3381,170,1307,424,80,3382,1672,0,979,959,6120,1152,288,6,1389,3157,6731,823,15,147,97,213,155,165,5,486,357,121,66,309,1734,24,14,0,9,31,279,0,0,593,2976,1508,27,65,76,302,450,368,2,0,2,23,6,1,79,31,41,8,122,15,15,7,642,1327,2610,25,96,66,1,23,19,2,24,110,16,88,1453,2018,33
34,0,1,9,1,32,4,3094,1,1,49,154,1174,412,169,2,14,0,4,16,12,12,102,16,19,674,852,2487,202,572,855,79,2663,443,0,983,622,2847,842,106,7,460,3023,4517,510,5,118,66,130,113,134,0,442,158,99,35,226,1474,7,48,2,4,72,308,0,6,225,2096,1079,26,91,33,317,440,470,2,1,7,43,17,1,125,22,29,7,86,25,16,5,338,1089,2218,31,115,87,2,38,4,3,11,98,10,108,1369,2018,34
35,1,0,8,0,28,2,1616,0,0,20,73,615,237,75,1,6,0,4,6,3,4,39,6,12,200,422,927,41,433,433,74,1158,326,0,366,271,2002,425,80,1,337,1338,2811,267,0,87,33,120,86,100,1,248,69,33,127,161,881,6,6,0,1,27,174,1,1,230,1209,653,12,45,58,256,296,216,2,0,24,16,3,1,53,47,19,2,38,12,13,1,413,602,1244,5,41,42,0,30,3,2,7,11,11,33,638,2018,35
36,0,0,1,0,0,0,287,0,0,8,13,175,47,14,0,0,0,0,0,0,0,2,0,3,15,11,161,9,51,53,10,91,98,0,124,34,208,108,6,1,100,185,195,94,0,1,4,14,19,4,0,55,11,5,4,13,191,0,0,0,0,7,59,0,0,48,132,121,0,0,2,52,43,37,0,0,0,2,0,0,0,0,2,0,2,3,2,0,76,59,170,0,5,0,0,0,0,0,1,2,0,2,90,2018,36
37,1,1,1,0,33,0,975,0,2,21,59,308,141,49,0,3,0,1,4,4,3,22,15,6,196,255,829,19,310,328,56,822,304,0,250,252,1119,526,15,0,285,872,1680,142,4,51,36,56,62,43,1,180,76,25,18,141,580,0,1,0,1,43,236,0,0,133,783,703,2,6,4,87,143,122,0,0,3,4,0,0,3,4,7,2,29,3,12,0,350,489,918,6,12,1,0,8,1,0,3,4,1,12,342,2018,37
38,7,0,6,1,21,2,2193,0,0,49,124,1198,539,74,0,9,1,0,12,8,8,76,6,9,518,488,2105,34,404,1111,75,1997,457,0,877,297,3426,885,38,0,339,1590,3328,257,7,70,55,125,80,88,0,332,236,95,58,150,965,7,14,1,1,88,834,0,1,288,1585,1214,29,32,21,333,398,556,3,0,2,7,7,0,34,9,31,4,34,16,16,3,334,691,1651,19,53,20,2,26,0,0,11,13,3,10,777,2018,38
39,0,0,1,0,1,0,308,0,0,2,16,163,84,17,0,0,0,0,0,0,0,1,2,0,9,22,120,5,53,55,11,107,137,0,46,30,238,53,2,0,56,210,236,33,0,9,15,12,13,11,0,66,15,9,5,22,329,3,0,1,0,7,23,0,0,46,100,69,2,0,2,38,35,98,1,0,3,4,0,0,2,1,2,0,5,0,2,0,69,42,242,0,4,0,0,0,0,0,1,1,0,1,127,2018,39
40,0,0,0,0,2,0,382,0,0,4,13,189,54,8,0,0,0,0,0,0,0,4,0,3,16,33,248,16,49,54,25,101,143,0,65,81,320,91,15,1,101,393,556,133,0,16,18,30,28,10,0,55,51,17,3,21,262,0,1,1,0,8,19,0,0,117,290,166,7,1,1,61,69,32,2,0,0,5,2,2,4,4,4,1,10,0,2,0,145,103,379,4,3,0,0,0,0,0,1,0,0,3,180,2018,40
41,0,0,0,0,1,0,411,0,0,8,24,207,124,21,0,0,0,0,5,0,1,6,1,4,27,52,190,16,90,77,13,134,115,0,169,89,400,166,9,2,146,260,414,89,0,20,20,23,29,27,0,134,29,16,5,40,383,1,0,0,0,51,83,0,1,140,214,157,1,1,0,74,74,107,0,0,1,1,0,0,4,5,2,0,6,3,11,0,92,94,447,2,4,1,0,1,3,1,3,6,0,2,210,2018,41
42,1,0,1,0,16,3,1776,0,1,24,84,1026,345,71,0,3,0,2,4,5,5,34,12,25,297,316,1520,32,771,785,56,975,665,0,888,202,1873,609,64,2,553,1344,1953,390,3,50,38,74,68,74,0,314,80,49,24,98,1267,2,13,0,0,92,975,0,0,461,1926,662,7,6,8,343,360,243,5,0,6,10,18,0,9,9,28,2,79,18,11,1,308,444,1662,31,40,8,0,15,0,0,7,13,2,18,881,2018,42
43,0,0,1,0,0,0,172,0,0,6,6,66,27,2,0,0,0,0,0,1,0,1,0,2,16,12,106,9,41,40,4,37,117,0,41,30,83,33,1,0,55,124,148,14,1,3,5,9,9,16,1,30,12,3,1,11,201,3,0,1,0,5,23,0,1,38,152,22,1,0,5,34,37,38,0,0,4,3,3,0,1,0,3,0,3,1,9,0,11,34,120,0,3,0,0,1,1,0,2,1,1,1,96,2018,43
44,1,0,6,1,14,1,2893,1,0,51,175,1073,417,201,0,6,1,5,12,3,7,114,11,22,307,681,3279,155,1262,1024,89,3206,1129,1,1091,1104,7585,1753,201,4,630,3374,4546,551,6,120,76,191,180,161,0,475,165,50,74,220,1460,4,2,1,1,120,704,1,2,532,1644,1456,44,33,40,300,482,429,1,0,13,14,3,1,73,46,36,3,49,2,7,0,705,1159,1907,8,39,29,0,11,2,2,15,6,0,13,1220,2018,44
