45,0,1,2,0,46,1,1701,1,0,27,90,863,318,66,0,4,0,0,5,2,3,26,7,11,142,225,1426,53,229,428,33,478,230,0,394,126,1306,502,56,0,385,1049,1239,240,8,65,61,91,92,87,1,429,139,40,32,69,818,5,3,1,3,74,224,0,0,177,564,375,6,35,13,201,277,172,2,0,6,6,3,0,48,114,21,4,29,6,5,1,240,379,1550,0,56,38,0,15,1,0,3,8,6,19,877,2018,45
46,0,0,0,0,1,0,133,0,0,0,3,40,19,4,0,0,0,0,0,0,1,3,0,1,19,13,107,14,39,26,5,40,40,0,27,42,134,39,6,1,32,89,149,13,0,3,7,6,9,8,0,22,8,0,1,14,50,0,0,0,0,3,8,0,0,8,24,39,1,0,1,10,10,20,0,0,1,2,0,0,0,0,3,1,4,2,1,0,24,50,180,0,1,0,0,1,0,0,0,3,0,0,48,2018,46
47,0,0,0,0,3,1,520,0,1,9,9,324,88,36,0,1,0,0,3,1,2,6,0,6,39,46,339,30,73,112,11,250,138,0,118,78,370,74,16,3,114,318,408,54,0,9,9,20,27,23,0,81,37,21,0,22,200,0,1,0,0,11,35,0,0,45,225,202,31,0,3,99,80,44,1,0,4,5,0,0,6,9,3,3,13,1,3,4,56,100,455,5,6,0,1,0,2,0,0,0,0,3,238,2018,47
48,0,0,0,0,0,0,55,0,0,0,1,82,12,2,0,0,0,0,0,0,0,1,0,1,2,1,20,5,3,8,4,16,14,0,1,2,26,8,1,0,14,24,27,13,0,4,0,1,2,2,0,11,3,1,2,2,19,0,0,0,0,0,2,0,0,11,9,14,0,0,4,21,12,8,0,0,0,0,1,0,3,1,1,0,2,0,1,0,4,6,34,0,0,0,0,0,1,0,0,0,0,0,27,2018,48
49,0,0,1,0,5,1,1164,0,1,15,64,468,216,56,0,3,0,1,1,2,3,10,3,10,73,167,857,13,236,355,67,524,610,0,240,269,1160,434,35,3,345,985,1495,189,1,48,44,92,134,84,0,303,100,19,24,154,748,9,1,1,2,51,278,0,1,162,586,878,2,1,14,145,161,335,3,0,1,15,7,0,5,20,12,1,28,15,2,0,197,340,1266,8,20,0,1,10,5,1,3,4,2,8,466,2018,49
50,0,0,1,1,1,0,661,0,0,8,16,249,112,30,0,1,0,0,0,0,0,1,2,5,11,43,201,11,62,105,32,112,190,0,80,65,239,127,19,2,104,429,506,44,0,41,24,49,54,54,0,128,46,16,9,246,460,2,1,1,1,15,27,0,1,58,274,244,13,18,2,88,84,59,2,0,1,9,0,0,50,3,12,1,26,2,4,0,134,86,513,6,3,2,0,4,4,0,0,1,1,13,442,2018,50
51,0,0,0,0,18,1,1769,0,0,35,62,882,307,101,1,2,0,2,1,2,4,25,5,14,192,227,845,23,327,390,40,653,371,1,484,187,1076,437,59,3,349,1010,1493,224,3,53,41,70,111,88,1,419,173,62,33,104,1346,5,1,0,1,18,364,0,0,227,1208,1148,18,12,23,214,240,320,8,0,6,17,4,0,16,10,16,2,53,5,5,0,301,318,1357,1,22,6,0,10,1,0,5,10,4,12,753,2018,51
52,0,0,1,0,4,0,257,0,0,4,11,138,56,14,0,0,0,0,0,0,2,1,0,2,12,15,155,5,42,42,10,31,130,0,27,50,104,82,8,2,52,186,171,36,0,7,11,15,7,15,0,72,16,7,4,17,317,0,0,0,1,19,55,0,1,18,34,21,1,0,0,72,58,100,1,0,0,5,1,0,2,3,2,1,18,2,0,0,77,39,181,4,12,1,0,1,1,0,0,0,0,2,146,2018,52
53,0,0,0,0,3,1,379,0,0,5,19,157,64,14,0,3,0,1,0,0,0,2,0,4,28,46,130,3,87,12,14,134,84,0,43,45,393,77,5,0,113,168,326,40,0,20,10,20,23,17,0,81,38,3,8,25,169,1,1,0,2,11,11,0,0,74,113,86,7,3,18,36,48,42,0,0,0,2,0,0,21,7,3,0,20,7,1,2,38,109,303,2,3,0,0,5,2,0,0,3,1,4,188,2018,53
54,0,0,7,1,22,1,2156,1,1,27,87,910,342,69,2,4,0,1,1,5,5,20,12,13,89,172,817,26,235,414,37,751,1039,1,411,150,1227,537,97,1,584,1278,2186,252,2,76,63,88,103,111,0,499,236,83,60,200,1549,11,5,1,4,161,308,0,0,267,1024,948,15,60,4,324,332,410,7,0,6,25,10,0,21,36,20,5,71,20,18,1,280,435,1762,10,32,30,1,16,1,0,11,17,2,14,903,2018,54
55,0,0,0,0,0,0,281,0,0,4,10,98,49,3,0,0,0,0,0,6,1,2,1,3,11,11,153,3,33,35,10,13,119,0,37,22,75,70,5,0,80,203,178,23,0,13,9,15,29,13,0,47,11,8,2,30,256,2,0,0,0,18,35,0,0,57,123,76,9,0,7,39,36,60,2,0,0,4,1,0,2,1,1,0,7,3,0,0,61,38,185,2,0,0,0,0,1,0,0,0,0,0,110,2018,55
56,0,0,0,1,11,0,1049,0,0,10,47,408,130,45,0,2,0,2,3,1,1,10,7,4,48,109,438,22,145,209,45,249,235,0,158,138,602,200,32,0,150,699,1081,89,1,47,33,57,55,41,0,186,87,23,24,129,619,1,0,0,3,39,69,0,0,156,449,257,1,2,1,113,167,153,6,0,9,10,1,0,3,2,3,0,10,2,6,0,112,143,696,10,10,0,0,6,2,0,0,1,0,9,372,2018,56
57,0,0,3,0,8,1,2236,1,0,33,89,1193,442,116,0,4,0,3,4,3,2,27,11,11,128,256,1289,30,369,550,78,884,840,1,454,172,1699,574,80,1,478,1511,1734,221,1,73,54,85,103,115,0,485,137,95,103,185,1201,6,4,0,3,46,396,1,3,259,1651,1934,13,84,20,287,306,294,8,1,3,20,10,0,74,85,16,7,82,16,14,0,178,368,1700,7,31,39,0,9,0,3,7,10,0,12,941,2018,57
58,0,0,1,0,0,0,147,0,0,2,3,67,42,7,0,1,0,0,0,0,1,2,2,1,5,11,157,14,37,73,10,38,61,0,48,32,89,52,6,0,32,136,174,12,0,1,4,8,9,9,0,15,4,1,7,5,125,2,0,0,0,9,40,0,0,59,178,139,3,0,1,28,29,30,0,0,0,5,0,0,0,0,0,1,3,0,5,0,50,20,151,2,0,0,0,1,0,0,0,1,0,0,69,2018,58
59,5,2,28,1,92,7,11201,2,4,226,416,4804,1915,484,7,37,0,18,40,24,35,188,33,88,1470,2300,7656,228,1666,2991,401,5887,1601,4,5513,982,12489,3976,416,20,2057,6606,9493,1394,28,341,344,507,679,551,4,2382,590,238,621,808,8495,22,40,2,6,181,1893,1,11,1132,5892,3483,36,273,54,1154,1375,1224,16,3,27,116,29,38,255,100,64,20,224,69,50,14,2087,2280,6861,31,237,110,2,48,19,2,52,38,20,88,5168,2018,59
60,0,0,2,0,15,2,978,1,3,12,40,404,143,48,0,11,0,0,12,3,1,18,5,7,173,165,495,12,177,225,25,402,438,0,752,91,819,496,42,0,312,689,701,125,1,39,46,33,63,41,0,285,28,25,64,107,980,4,9,0,0,31,277,0,0,129,634,430,6,59,36,168,226,131,2,0,11,4,7,0,60,14,30,1,21,5,6,2,102,158,516,0,61,36,0,2,0,0,7,2,1,26,479,2018,60
61,0,0,2,0,2,0,381,0,0,7,20,246,87,14,0,0,0,0,2,0,0,2,0,0,19,37,109,2,61,93,18,37,123,0,74,33,235,93,8,0,57,255,290,138,0,12,16,25,27,13,0,78,24,8,6,26,322,2,0,0,0,17,61,1,1,66,237,134,2,3,0,84,79,77,0,0,0,2,2,1,5,4,3,1,6,0,0,0,59,62,244,9,11,1,0,2,0,0,3,0,2,2,165,2018,61
62,1,0,12,2,37,4,5311,1,1,101,156,2056,963,186,0,11,0,6,7,11,15,56,17,48,287,446,3204,153,686,1290,151,1110,714,1,1312,482,3755,1264,308,5,881,2595,3083,499,1,149,184,168,522,307,1,1690,439,132,58,344,2986,11,12,2,0,188,1151,0,3,523,2315,1995,57,599,454,554,673,414,7,0,17,80,27,3,878,31,28,6,86,11,45,6,714,659,2749,18,69,10,0,11,11,2,6,37,7,19,2941,2018,62
63,0,0,0,0,7,0,965,1,0,15,53,406,228,45,1,6,0,3,5,2,2,18,8,14,97,183,1136,56,448,440,36,488,376,1,538,202,1942,430,49,8,349,1133,1365,245,0,34,31,49,60,43,0,152,96,23,35,101,723,4,1,1,0,29,245,2,0,217,1012,469,11,11,14,127,133,186,4,0,4,4,12,0,47,11,16,2,45,4,8,0,159,353,1079,4,24,5,0,11,0,1,4,3,3,16,483,2018,63
64,1,0,7,0,8,2,1265,0,0,22,59,548,231,52,0,6,0,2,4,11,4,8,1,11,78,124,1141,148,330,356,52,914,441,0,310,419,1622,343,42,2,364,1182,1705,241,0,59,41,56,79,65,0,175,142,41,70,84,960,10,5,1,2,23,109,0,0,202,535,700,126,108,48,130,179,140,2,0,9,6,9,0,125,12,36,2,60,9,7,5,212,339,1052,16,23,18,1,20,3,0,4,7,2,25,578,2018,64
65,0,0,2,0,3,0,433,0,0,3,15,149,52,18,0,1,0,1,0,0,0,2,1,4,35,52,468,17,138,96,9,339,207,0,82,67,241,154,24,0,197,468,469,57,0,10,4,7,20,11,0,62,28,12,6,31,192,1,2,1,0,9,43,0,0,102,275,264,4,0,6,40,69,55,1,0,2,6,0,0,4,1,6,0,8,2,3,0,191,85,351,7,5,1,0,2,0,1,0,2,0,3,179,2018,65
66,0,0,4,4,15,0,963,0,1,23,41,396,72,28,0,2,0,0,4,3,4,22,2,7,209,118,684,53,308,106,18,300,182,0,414,159,830,406,15,1,128,270,754,134,1,26,15,32,33,29,0,148,33,16,96,98,264,11,24,0,47,15,74,0,0,126,330,377,262,131,134,113,172,91,2,2,3,8,1,0,240,15,69,4,17,16,7,4,207,188,451,6,41,25,1,11,1,0,2,1,4,17,343,2018,66
67,0,0,6,0,24,0,2667,0,1,45,183,1561,547,130,1,12,1,2,2,4,3,32,14,11,233,323,1151,23,299,402,27,639,803,1,236,334,1628,335,103,29,516,1564,4576,442,3,69,61,124,89,91,1,534,153,71,88,285,1150,4,15,0,8,165,863,0,1,409,1449,948,71,57,55,351,420,364,4,0,8,15,14,0,49,46,67,5,77,24,14,2,342,417,1829,19,56,21,0,29,6,2,10,19,16,44,1209,2018,67
68,0,0,3,0,35,3,1561,1,1,37,80,851,285,75,0,4,0,2,2,2,7,11,7,11,88,154,699,26,156,345,44,299,322,0,187,163,616,108,18,0,253,975,1662,174,3,34,42,62,83,66,0,357,112,52,55,111,675,6,11,3,2,59,302,1,0,310,828,494,4,23,10,287,308,224,1,0,10,8,4,0,51,40,34,2,27,11,9,0,90,182,934,21,24,15,0,11,2,0,10,2,0,10,682,2018,68
69,1,1,9,1,43,4,6724,3,2,126,387,2783,1134,230,2,52,0,12,25,26,19,185,31,45,1290,1509,6435,174,1546,3935,293,3507,2509,3,2692,1185,11967,2396,247,4,1709,5013,17730,1678,16,222,131,420,268,250,0,1145,409,247,312,491,4921,29,51,1,8,181,1230,0,0,832,3330,2198,82,44,59,914,1237,1267,8,1,46,23,16,0,244,98,76,14,208,112,68,12,1149,2872,5101,16,160,51,1,30,32,1,43,4,13,381,2917,2018,69
70,0,0,0,0,2,0,198,0,0,2,6,92,34,8,0,1,0,0,0,2,2,1,0,0,6,12,71,3,16,3,2,16,54,0,25,10,70,21,5,2,42,112,165,15,0,7,5,8,8,13,0,36,11,8,4,8,136,1,0,0,2,1,25,0,0,18,53,35,0,1,0,37,27,55,0,0,0,1,2,0,2,3,3,0,4,0,2,0,14,21,167,0,3,1,0,0,0,0,1,1,0,1,86,2018,70
71,0,0,2,0,9,1,783,0,0,10,44,315,124,25,0,1,0,0,1,4,1,6,3,5,27,76,635,25,164,284,35,178,282,0,259,162,489,176,25,1,235,633,758,42,1,26,17,32,46,42,1,178,46,34,11,79,593,1,0,0,1,66,163,0,1,155,258,308,2,0,4,90,109,128,2,0,0,15,4,0,9,5,3,4,18,4,8,1,64,142,666,6,8,0,0,2,2,1,2,1,3,8,272,2018,71
72,0,0,1,0,5,0,899,0,0,25,49,499,202,42,0,3,0,3,4,4,4,30,7,5,113,230,587,8,219,253,36,416,152,0,158,222,1751,175,26,0,237,638,957,151,0,47,50,52,101,54,0,399,80,15,10,44,487,0,6,0,1,18,119,1,0,123,404,346,6,4,30,156,160,157,1,0,7,1,1,0,18,6,3,1,24,0,2,2,158,329,1038,2,5,0,0,6,0,0,1,1,1,0,419,2018,72
73,0,0,0,2,4,1,666,1,0,5,22,286,111,33,0,1,0,2,2,0,3,7,3,2,43,78,422,15,88,170,19,334,225,1,120,73,483,124,14,1,117,499,603,74,0,21,14,44,31,29,0,89,29,28,23,84,674,0,2,0,0,24,124,0,1,128,258,226,5,133,19,128,136,124,3,0,7,4,0,0,124,10,27,1,19,5,5,0,96,149,529,6,28,25,1,2,1,0,1,2,0,9,214,2018,73
74,0,0,5,0,6,0,897,1,0,17,47,376,153,58,2,11,0,1,2,10,4,22,4,4,81,102,713,66,233,401,38,148,459,0,221,237,794,142,45,0,174,913,1852,166,1,25,17,31,33,47,0,92,73,34,65,111,1076,9,11,0,3,13,80,0,0,87,350,226,7,47,3,122,140,216,0,0,8,2,2,0,54,9,11,1,17,14,5,5,62,179,779,4,51,18,0,11,5,4,6,8,0,26,331,2018,74
75,7,3,36,11,167,6,11781,5,6,248,1424,4893,2901,711,6,48,2,33,67,53,28,442,94,84,6607,6962,11530,532,3009,2259,397,25544,3572,3,2338,5689,12005,1974,280,3,4549,10790,69258,4245,78,781,189,1295,429,607,0,1447,360,167,1487,2565,9463,81,93,0,73,82,539,2,19,899,11375,2663,48,72,147,1658,2962,3263,14,94,129,43,16,0,500,117,258,27,234,101,40,79,11389,9228,12293,11,818,194,8,86,27,6,598,26,49,2531,9812,2018,75
76,1,1,12,0,39,4,3861,2,3,94,226,1902,537,209,0,7,1,5,13,12,15,57,16,29,434,809,2333,71,614,1065,120,1396,696,0,1187,513,4207,1425,178,7,725,3032,3192,370,7,163,143,154,269,175,0,759,262,101,117,254,2244,15,4,0,3,145,806,1,0,604,2565,2291,55,123,59,444,500,512,6,1,6,30,5,3,93,53,79,6,72,33,24,2,519,990,2565,4,90,33,1,10,4,0,8,6,2,26,1676,2018,76
77,0,0,4,5,31,1,4540,0,1,72,242,1952,847,244,0,31,0,9,31,16,15,73,19,22,721,865,4012,148,655,917,157,2613,1791,8,2561,445,4792,2055,277,20,1056,2525,4703,619,16,167,143,187,291,249,0,1179,285,141,225,478,4933,13,3,4,4,91,690,0,3,527,2197,1652,51,117,74,618,953,763,6,0,40,48,26,2,146,56,91,9,143,47,24,5,1144,950,3799,14,157,82,2,26,6,0,14,41,2,86,2483,2018,77
78,0,0,9,1,31,2,4234,7,5,98,264,2206,930,238,4,27,2,5,8,7,13,39,7,8,771,851,3488,122,517,1006,213,2632,2224,3,1964,742,3670,1865,179,4,890,3050,6843,852,15,144,170,206,311,305,1,1181,362,161,236,306,6506,15,9,1,8,146,676,1,1,450,2073,2104,46,94,60,728,1002,914,4,1,18,33,17,1,247,97,64,11,163,45,59,3,1751,1352,5431,8,288,154,3,44,17,2,24,44,27,137,2632,2018,78
79,0,0,2,0,7,0,254,0,0,2,12,134,47,12,0,0,0,1,1,0,1,4,0,2,10,21,231,11,67,108,13,34,149,0,74,92,260,95,15,1,84,303,385,26,1,12,9,16,29,19,0,46,7,5,12,8,161,1,0,0,0,2,15,0,0,58,177,78,1,0,2,39,49,41,0,0,0,3,1,1,1,1,1,10,21,2,0,0,178,76,295,43,1,0,0,0,0,0,0,1,0,15,116,2018,79
80,0,0,3,1,7,1,1480,0,0,29,52,599,243,69,0,3,1,0,4,1,0,17,8,11,127,195,528,23,191,262,41,472,297,0,427,167,935,341,59,0,226,636,1402,243,2,42,46,71,94,82,0,296,68,18,41,92,870,4,0,0,0,100,275,0,0,145,321,195,32,13,16,123,150,147,1,0,7,14,5,0,51,10,14,1,38,7,4,0,610,211,898,5,25,3,0,4,4,0,3,12,4,5,681,2018,80
81,0,0,1,0,6,1,506,0,0,10,26,223,112,16,0,1,0,2,0,0,0,5,0,7,57,59,897,38,118,167,32,129,154,0,137,109,625,139,11,2,112,388,708,36,0,19,19,19,34,41,1,91,50,25,14,42,228,2,1,0,0,40,113,1,2,136,362,153,9,0,4,89,96,50,1,0,3,6,3,0,0,1,2,0,8,8,4,0,634,108,430,4,2,0,0,2,4,0,0,1,0,7,210,2018,81
82,0,0,0,0,6,0,398,1,0,8,17,192,52,20,0,0,0,2,2,0,0,1,3,1,46,29,421,21,165,38,14,111,168,0,94,38,341,98,12,8,121,329,413,32,0,17,8,18,13,20,0,54,41,12,4,6,179,1,0,0,0,7,37,3,3,53,200,148,2,0,0,53,55,44,2,0,0,4,1,0,2,1,3,0,11,6,1,2,66,85,372,1,1,0,0,0,0,1,2,9,0,3,198,2018,82
83,4,1,4,3,50,0,3123,0,0,35,125,1259,511,184,0,6,0,6,10,4,8,38,11,22,288,335,2771,320,387,878,96,1113,558,1,702,802,1983,684,79,8,471,2043,3732,235,0,91,75,116,129,116,2,472,264,162,131,378,3087,7,35,2,2,46,266,0,2,206,1043,809,23,33,34,444,488,575,8,1,8,32,14,0,38,19,27,5,104,28,24,9,690,638,2554,10,94,56,0,13,6,0,8,114,5,47,1175,2018,83
84,1,0,2,1,7,0,1261,0,1,11,72,629,249,62,0,0,0,1,8,1,2,12,4,3,113,168,864,36,143,252,34,499,271,2,478,153,1001,247,42,9,216,967,1127,137,6,41,29,43,58,61,0,157,109,93,90,307,985,1,5,0,1,27,226,0,4,102,582,393,24,81,17,190,244,262,1,0,3,12,5,0,39,6,8,5,37,14,10,4,150,202,919,5,94,78,0,12,3,0,2,72,2,25,564,2018,84
85,0,0,1,0,3,0,530,0,0,11,19,267,89,22,0,0,0,0,0,1,0,4,3,5,19,40,277,25,80,98,42,62,159,0,78,82,346,144,21,2,91,378,518,39,0,18,13,24,24,32,0,99,51,14,1,41,210,1,2,0,0,9,40,0,0,62,235,144,2,0,3,76,99,64,0,0,0,6,1,1,4,4,8,0,13,2,2,1,92,79,410,1,2,0,0,0,2,0,0,1,0,4,173,2018,85
86,1,0,4,0,4,2,715,0,0,7,40,405,154,36,0,2,0,3,3,5,5,12,7,10,50,94,481,25,174,96,31,329,417,0,129,123,626,320,37,1,222,503,895,86,2,35,34,60,36,44,0,164,51,11,20,132,634,6,1,1,6,42,91,1,0,318,472,470,5,7,3,132,111,159,2,0,2,10,2,0,20,6,4,2,18,8,3,2,103,174,832,5,21,6,1,7,0,0,1,11,2,24,392,2018,86
87,0,0,0,0,2,1,667,0,0,8,23,224,130,22,0,1,1,0,0,1,1,16,1,3,27,62,599,36,110,153,25,286,216,0,127,97,655,239,34,0,236,285,1004,77,5,23,19,42,29,38,0,129,31,27,50,120,381,2,0,0,0,15,80,0,0,133,203,147,2,44,15,61,85,107,0,0,5,10,1,0,26,11,8,1,28,13,7,1,98,170,774,1,19,17,0,9,0,0,0,0,3,8,313,2018,87
88,0,0,0,0,1,0,374,0,0,4,18,138,61,14,0,1,0,0,0,2,2,1,1,2,20,34,258,17,103,144,16,61,183,0,64,50,355,82,13,1,93,310,344,49,1,25,18,19,36,25,0,96,30,25,7,63,408,2,0,1,0,15,40,0,0,60,155,157,3,1,9,79,72,92,4,0,4,5,3,0,3,1,2,0,8,4,2,0,18,70,310,3,9,1,0,0,2,0,1,0,0,2,169,2018,88
89,0,0,1,0,2,1,528,0,0,5,25,280,127,28,0,4,0,0,5,1,0,4,1,3,47,44,283,18,74,105,26,120,188,1,141,74,331,125,7,0,110,328,356,49,0,21,24,22,49,26,0,126,20,8,6,34,454,1,1,0,0,17,70,2,0,98,316,276,25,0,10,79,80,109,0,0,4,3,0,0,5,4,6,0,8,3,0,1,61,82,519,1,8,1,0,3,2,0,0,1,0,1,255,2018,89
90,1,0,0,0,6,0,386,0,0,8,15,144,89,7,0,1,0,1,1,0,1,1,7,3,17,38,198,8,72,127,8,48,174,0,43,15,240,51,8,0,66,230,329,32,0,14,10,18,27,16,0,65,33,14,5,55,386,1,1,1,0,8,64,0,0,39,69,95,6,0,3,103,87,110,8,0,0,3,2,0,2,1,0,1,4,2,0,0,15,81,205,1,3,0,0,2,1,0,1,1,1,2,114,2018,90
91,0,0,5,0,33,2,3976,0,1,88,203,1801,700,293,0,15,0,8,23,16,7,69,19,25,703,1000,3627,114,367,820,226,2226,930,2,2192,516,3678,1559,133,1,557,2463,4176,913,7,138,101,173,222,184,1,808,201,94,291,418,3951,12,19,2,1,76,462,0,2,376,1619,917,367,64,102,646,978,661,7,0,48,35,13,0,100,69,62,36,119,30,17,0,648,1016,3096,8,105,58,0,3,4,0,7,30,4,137,2053,2018,91
92,3,0,10,2,41,4,6042,2,5,112,584,2818,1127,383,4,17,0,12,27,20,8,136,29,35,2011,2040,4788,168,693,1152,322,6411,1505,3,2230,2985,6654,1949,208,0,1514,5540,17404,1123,19,291,179,402,294,528,0,1313,433,177,986,422,3972,37,12,0,4,147,663,3,7,525,3845,2371,100,12,114,667,985,582,19,4,55,31,1,0,90,62,67,13,170,39,13,19,6210,3435,6667,5,96,31,1,56,8,0,32,11,43,296,3848,2018,92
93,2,0,16,4,135,6,10410,1,6,297,727,4606,1341,768,6,34,2,29,96,39,45,373,49,84,4064,4508,7608,190,643,1568,322,9800,2472,10,4529,1605,10384,3646,335,0,996,4878,11364,2378,7,381,219,452,324,340,0,2001,291,168,1357,1945,8420,20,45,7,8,151,1318,0,10,793,5111,3408,127,25,113,1300,2211,1364,12,0,220,124,11,0,147,126,92,13,179,66,174,2,1692,1910,5771,8,248,130,0,10,6,1,27,43,8,3404,4922,2018,93
94,1,0,5,1,79,2,5785,2,3,110,408,2394,916,387,0,44,0,16,41,21,10,140,31,28,1716,1638,5520,162,516,1091,306,4832,2206,4,2751,1824,5919,2312,229,1,967,4013,11123,1176,18,230,157,331,315,246,0,1112,240,106,572,827,4479,21,30,0,6,90,722,2,5,486,2861,1685,86,23,102,761,1211,768,8,0,34,46,8,1,149,83,68,13,136,69,37,1,1711,1841,5443,4,141,50,1,28,8,0,70,18,10,196,3208,2018,94
95,1,0,4,1,49,4,4266,1,1,112,240,2232,606,308,2,11,0,7,30,11,7,138,15,20,1311,1570,3195,96,385,720,110,4071,1097,1,3248,663,4874,2061,201,3,646,2351,5093,885,5,142,138,213,207,214,1,943,316,189,285,486,4421,21,29,1,3,68,654,0,1,396,1554,854,254,337,1138,595,973,782,9,0,19,27,9,1,457,104,67,15,107,46,43,2,1653,1047,3151,28,311,297,1,6,12,1,42,53,6,533,2691,2018,95
971,7,10,34,14,71,3,1181,0,0,20,38,439,121,63,1,50,0,16,141,0,2,105,5,7,164,210,530,34,185,117,15,64,36,0,206,152,1422,250,4,3,61,357,575,90,1,26,21,19,35,30,0,141,30,17,42,50,296,2,8,0,0,5,31,0,0,38,266,256,20,73,6,48,69,192,0,1,1,6,1,1,27,8,13,3,18,14,0,0,246,74,464,4,103,85,2,10,1,0,6,2,4,14,329,2018,971
972,1,0,5,0,26,0,867,0,0,18,41,469,76,59,0,3,0,10,80,4,6,51,6,5,138,200,316,9,143,90,19,46,135,0,139,116,1032,150,15,5,92,364,467,53,2,28,16,24,36,30,0,115,17,12,447,37,503,35,0,0,7,3,15,0,1,51,191,130,8,78,1,76,96,253,0,0,2,4,0,0,15,2,10,0,23,6,0,0,52,58,272,3,75,66,0,4,0,0,3,1,2,22,297,2018,972
973,0,0,4,4,27,0,665,0,0,15,19,185,67,26,2,5,0,12,87,1,2,74,6,8,208,202,389,5,92,111,63,58,28,0,53,322,663,41,5,0,52,305,375,113,0,25,34,16,40,13,0,132,7,8,20,48,176,2,1,0,1,2,19,0,0,19,92,146,327,197,29,40,77,134,9,11,12,0,10,0,180,1,60,1,5,3,2,0,18,45,187,1,228,144,0,1,0,0,29,5,2,8,164,2018,973
974,0,0,3,0,11,2,2128,0,0,17,81,895,181,148,0,3,0,0,4,4,3,21,6,9,135,407,775,23,462,106,11,121,143,0,251,316,1058,245,38,17,167,616,937,136,1,65,80,65,129,116,0,341,85,35,14,67,356,8,22,3,5,35,197,0,0,112,505,944,2,17,1,108,180,193,5,0,8,7,6,1,12,4,20,2,27,6,2,0,172,90,645,1,52,7,1,3,2,1,9,38,2,9,534,2018,974
976,0,0,0,2,2,2,482,0,1,13,17,87,26,11,0,1,0,0,0,2,10,37,2,1,106,126,176,6,50,60,7,51,77,0,22,160,154,27,5,3,51,199,231,140,0,12,34,12,19,11,0,62,0,2,7,10,74,1,10,1,4,0,17,0,0,34,72,110,101,218,13,27,96,94,1,0,3,3,0,1,164,3,4,0,3,2,0,0,21,9,170,0,142,114,0,1,6,0,37,5,0,57,103,2018,976
987,0,0,1,0,0,0,403,0,0,1,6,73,30,16,0,0,0,0,0,0,0,0,0,0,15,52,106,5,60,23,3,11,55,0,35,107,426,24,0,0,60,209,358,90,0,6,14,11,20,3,0,36,14,28,12,56,479,5,1,0,0,3,4,0,1,10,36,31,30,16,0,32,30,6,0,0,0,2,0,0,1,0,2,1,2,7,0,0,97,17,113,0,3,14,1,1,0,0,0,3,0,0,127,2018,987
988,0,0,3,0,2,2,973,0,0,6,20,164,62,21,0,1,0,0,1,0,0,3,8,6,37,69,617,15,393,212,6,55,87,0,419,64,830,43,24,4,137,609,414,158,0,18,15,29,30,17,0,190,44,57,70,335,1008,4,3,0,0,22,99,0,3,109,236,309,112,4,0,59,98,63,2,2,0,5,2,1,1,2,2,0,7,2,2,0,698,9,193,7,100,12,0,6,0,0,0,5,0,41,281,2018,988
